,Epoch,Ewc Method,Aggregation Level,Threshold Value,Loss Mean,Loss Err,Validation Loss Mean,Validation Loss Err
0,5,FISHER_MATRIX,CONV_FILTER,0.0,0.02043437472495589,0.00034860874230618774,0.032167674581471205,0.0004851426829019791
1,5,FISHER_MATRIX,CONV_FILTER,0.05,0.02121316827833648,0.000302889495292421,0.03220311405235212,0.0003998105115832439
2,5,FISHER_MATRIX,CONV_FILTER,0.1,0.028075925319602558,0.0004395854083193274,0.03800519653841064,0.00048617959230476686
3,5,FISHER_MATRIX,CONV_FILTER,0.15,0.12231280458600893,0.011854520019844092,0.12855168431997294,0.011353651794755094
4,5,FISHER_MATRIX,CONV_FILTER,0.2,0.2273287292765943,0.02473953868571347,0.2294589406565616,0.023891765827622116
5,5,FISHER_MATRIX,CONV_FILTER,0.25,0.5752433773718382,0.06150333624889229,0.5739885129426655,0.06065373207222166
6,5,FISHER_MATRIX,CONV_FILTER,0.3,0.7223145389243176,0.05412698952543813,0.7177913933992386,0.0536684720159168
7,5,FISHER_MATRIX,CONV_FILTER,0.35,1.5457894143305326,0.0839216305421588,1.5447628278481333,0.08403734842158088
8,5,FISHER_MATRIX,CONV_FILTER,0.4,1.7047212719917297,0.061862997969635146,1.7055624033275403,0.06241592001778278
9,5,FISHER_MATRIX,CONV_FILTER,0.45,2.1517919301986694,0.05122359160576095,2.1563680736642135,0.05182086813203341
10,5,FISHER_MATRIX,CONV_FILTER,0.5,2.1869886988087703,0.03657660247488065,2.186513304710388,0.03681795701614956
11,5,FISHER_MATRIX,CONV_FILTER,0.55,2.339658523860731,0.022555509061024843,2.3378907944026746,0.02271777388525817
12,5,FISHER_MATRIX,CONV_FILTER,0.6000000000000001,2.3171294488404928,0.012715479766833028,2.315527213247199,0.012992959625845594
13,5,FISHER_MATRIX,CONV_FILTER,0.65,2.3197721054679468,0.004507814746005699,2.318230465838784,0.004558124863382478
14,5,FISHER_MATRIX,CONV_FILTER,0.7000000000000001,2.3159476204922327,0.002580453607267954,2.3151268582595024,0.002600365619386444
15,5,FISHER_MATRIX,CONV_FILTER,0.75,2.3090592560015226,0.0007121600906249471,2.3086857419264946,0.0006951705720147917
16,5,FISHER_MATRIX,CONV_FILTER,0.8,2.3052338549965308,0.00027089984822458064,2.305031287042718,0.0002603307726481215
17,5,FISHER_MATRIX,CONV_FILTER,0.8500000000000001,2.303838943180285,9.446515613098178e-05,2.303738932860525,8.721300317629845e-05
18,5,FISHER_MATRIX,CONV_FILTER,0.9,2.303031369259483,3.9690155657650385e-05,2.3029476968865645,3.6351477655401185e-05
19,5,FISHER_MATRIX,CONV_FILTER,0.95,2.3027663105412532,2.6597449436710995e-05,2.302722165459081,1.9577463012287157e-05
20,5,FISHER_MATRIX,CONV_FILTER,1.0,2.3025770940278707,8.201888604944447e-06,2.3025701673407304,8.697021777289698e-06
21,5,FISHER_MATRIX,NO_AGGREGATION,0.0,0.02043437751892361,0.0003486091369784616,0.032172007682292045,0.0004857768441113125
22,5,FISHER_MATRIX,NO_AGGREGATION,0.05,0.021123749645132722,0.00030876144765170423,0.03241196196330215,0.0004108037808445251
23,5,FISHER_MATRIX,NO_AGGREGATION,0.1,0.028338445056425843,0.00046229685607940757,0.03976330180701451,0.0005512868606596031
24,5,FISHER_MATRIX,NO_AGGREGATION,0.15,0.043177991615314194,0.0008676897016531269,0.053698811778112414,0.000906887865177158
25,5,FISHER_MATRIX,NO_AGGREGATION,0.2,0.0805983215962585,0.002298443152421567,0.08949131616636322,0.0024070063515013187
26,5,FISHER_MATRIX,NO_AGGREGATION,0.25,0.18694908760095896,0.004386162695714565,0.19243057111376208,0.004502650629784303
27,5,FISHER_MATRIX,NO_AGGREGATION,0.3,0.3855247458345012,0.010850120588313042,0.38869221743784454,0.01087631000312818
28,5,FISHER_MATRIX,NO_AGGREGATION,0.35,0.6366647693671679,0.013936846669934269,0.6383663196312753,0.013956369728016923
29,5,FISHER_MATRIX,NO_AGGREGATION,0.4,1.0183054130328328,0.02212244403105616,1.0155836594732184,0.022281999243323542
30,5,FISHER_MATRIX,NO_AGGREGATION,0.45,1.443338641994878,0.02943164588865066,1.4440555509768034,0.02987982176926693
31,5,FISHER_MATRIX,NO_AGGREGATION,0.5,1.6892106972242658,0.020633873760917843,1.686038105111373,0.020806337608578963
32,5,FISHER_MATRIX,NO_AGGREGATION,0.55,2.0180521701511585,0.023911346266941393,2.017711118647927,0.024263743676939026
33,5,FISHER_MATRIX,NO_AGGREGATION,0.6000000000000001,2.190505052867689,0.0181896992513257,2.189449536172967,0.018380626232089272
34,5,FISHER_MATRIX,NO_AGGREGATION,0.65,2.298415422439575,0.02330516162730444,2.2995384555113945,0.02370659410427115
35,5,FISHER_MATRIX,NO_AGGREGATION,0.7000000000000001,2.3593682427155342,0.0157502902529601,2.3590453235726607,0.016149495755673027
36,5,FISHER_MATRIX,NO_AGGREGATION,0.75,2.4230688496639856,0.01930593572619793,2.4236442540821277,0.019610563625501218
37,5,FISHER_MATRIX,NO_AGGREGATION,0.8,2.39189728937651,0.012878422564171472,2.392684058139199,0.013067803598706376
38,5,FISHER_MATRIX,NO_AGGREGATION,0.8500000000000001,2.3213567608281185,0.002261615821374495,2.3213769009238794,0.0022840551517731658
39,5,FISHER_MATRIX,NO_AGGREGATION,0.9,2.302164102855482,9.580873237530962e-05,2.3020239503760087,9.435882257739283e-05
40,5,FISHER_MATRIX,NO_AGGREGATION,0.95,2.3026954123848364,2.4252705969350708e-05,2.302677167089362,1.902679642409155e-05
41,5,FISHER_MATRIX,NO_AGGREGATION,1.0,2.3025796162454704,6.355428582108257e-06,2.3025566151267602,7.172899714392962e-06
42,5,FISHER_MATRIX,UNIT,0.0,0.020434376979736865,0.00034860873635699625,0.032176783994624446,0.0004859688771550088
43,5,FISHER_MATRIX,UNIT,0.05,0.021773260331859657,0.0003617296079548446,0.033172898680755916,0.0004663226937372893
44,5,FISHER_MATRIX,UNIT,0.1,0.08905009160700593,0.008281441465706939,0.0995225748537402,0.008163842798180988
45,5,FISHER_MATRIX,UNIT,0.15,0.12511148362567545,0.012179246735428466,0.13391421323544095,0.011883840378981303
46,5,FISHER_MATRIX,UNIT,0.2,0.4357388654821797,0.05274424738781652,0.43504749003209564,0.051266741761333744
47,5,FISHER_MATRIX,UNIT,0.25,0.5922473771007437,0.060806038326926715,0.587897738343791,0.05938353094003607
48,5,FISHER_MATRIX,UNIT,0.3,1.6460424740063517,0.150211642633781,1.6373461265312999,0.14940182054969062
49,5,FISHER_MATRIX,UNIT,0.35,1.7980781809279793,0.12999138584026274,1.7918776493323476,0.12946074747181244
50,5,FISHER_MATRIX,UNIT,0.4,2.6223642292775606,0.1292151751598343,2.6210309361156665,0.1292011211165321
51,5,FISHER_MATRIX,UNIT,0.45,2.8277372247294377,0.11657722770455238,2.826824087845652,0.11667085369522158
52,5,FISHER_MATRIX,UNIT,0.5,2.3682281782752588,0.024333796227058214,2.364035173466331,0.024212047745869058
53,5,FISHER_MATRIX,UNIT,0.55,2.3718454524090418,0.01893605798820791,2.3683154143785177,0.018826910815740627
54,5,FISHER_MATRIX,UNIT,0.6000000000000001,2.391826955895675,0.010222352380261516,2.3899076863339075,0.01011701633429518
55,5,FISHER_MATRIX,UNIT,0.65,2.3771589680721887,0.007443752525867676,2.376329773350766,0.007453852370960828
56,5,FISHER_MATRIX,UNIT,0.7000000000000001,2.3596978438527962,0.005223696319607502,2.358848872937654,0.005260381516388443
57,5,FISHER_MATRIX,UNIT,0.75,2.3297279257523384,0.003064174778264459,2.329148154509695,0.003127156312179608
58,5,FISHER_MATRIX,UNIT,0.8,2.3136484121021472,0.000897245783072563,2.313508999975104,0.0009038045209552181
59,5,FISHER_MATRIX,UNIT,0.8500000000000001,2.3040794698815596,0.00014671387554161886,2.3041424625798275,0.00016158839253013486
60,5,FISHER_MATRIX,UNIT,0.9,2.303217097332603,6.236069207627257e-05,2.303174006311517,5.7041124381231475e-05
61,5,FISHER_MATRIX,UNIT,0.95,2.3025817745610286,1.0638482961772934e-05,2.302549311989232,1.1955428504761029e-05
62,5,FISHER_MATRIX,UNIT,1.0,2.302569815987035,6.007799645663122e-06,2.3025670553508557,6.176924890176599e-06
63,5,MOMENTUM_BASED,CONV_FILTER,0.0,0.020434378450246184,0.00034860914631770177,0.03219802520777046,0.00048588780132535574
64,5,MOMENTUM_BASED,CONV_FILTER,0.05,0.11687451346140154,0.003296134130128683,0.12994532443975143,0.003523763291543497
65,5,MOMENTUM_BASED,CONV_FILTER,0.1,0.4126843151293303,0.017804235047048013,0.42460200268971293,0.017820804210119282
66,5,MOMENTUM_BASED,CONV_FILTER,0.15,1.0500140441091437,0.04305705457637521,1.0590311116293858,0.04277265001717222
67,5,MOMENTUM_BASED,CONV_FILTER,0.2,3.277840874697033,0.099962086441038,3.280043805900373,0.10003803336634054
68,5,MOMENTUM_BASED,CONV_FILTER,0.25,5.278461086122613,0.15438557501100705,5.272933094125045,0.15476787903451267
69,5,MOMENTUM_BASED,CONV_FILTER,0.3,6.283314855475175,0.1391991051695052,6.269687363975926,0.13884124402284445
70,5,MOMENTUM_BASED,CONV_FILTER,0.35,6.250654760159944,0.15543915717955786,6.235560429723639,0.15474345533803857
71,5,MOMENTUM_BASED,CONV_FILTER,0.4,5.489532608734934,0.1366910190276154,5.478229096061305,0.13624596786795487
72,5,MOMENTUM_BASED,CONV_FILTER,0.45,4.653589361592343,0.09060484314589717,4.642935815610383,0.09027550472792834
73,5,MOMENTUM_BASED,CONV_FILTER,0.5,4.087834420957063,0.07179497076193568,4.077465069921393,0.07131669474058466
74,5,MOMENTUM_BASED,CONV_FILTER,0.55,3.6636789848929956,0.0573007761137073,3.6549056078258313,0.05695320940059245
75,5,MOMENTUM_BASED,CONV_FILTER,0.6000000000000001,3.1454101487209924,0.03577333797440601,3.139084213658383,0.03554812570521634
76,5,MOMENTUM_BASED,CONV_FILTER,0.65,2.715388486259862,0.018627405872140266,2.7109442510102926,0.01845456205791832
77,5,MOMENTUM_BASED,CONV_FILTER,0.7000000000000001,2.5450730072824577,0.014513974041988512,2.541072594492059,0.014407153633625875
78,5,MOMENTUM_BASED,CONV_FILTER,0.75,2.3704903878663717,0.0028936452497590522,2.3683119949541593,0.0028193111240057606
79,5,MOMENTUM_BASED,CONV_FILTER,0.8,2.3335725257271216,0.0022649835035174247,2.3322762439125464,0.002216916564327788
80,5,MOMENTUM_BASED,CONV_FILTER,0.8500000000000001,2.3086051815434505,0.0005103366956793363,2.3079610874778345,0.0004786969837171887
81,5,MOMENTUM_BASED,CONV_FILTER,0.9,2.3032165452053674,6.257391247662761e-05,2.3030347698613216,5.278188007262893e-05
